SaleID,DateKey,CustomerKey,ProductKey,StoreKey,Quantity,UnitListPrice,DiscountPct,UnitSalePrice,TotalSale,TotalCost,Profit,MarginPct,PaymentMethod,SaleChannel,ReturnFlag
VTA-0004688,20240126,136,33,12,2,4.47,0.0,4.47,8.94,7.18,1.76,19.69,Transferencia,Tienda Fisica,No
VTA-0004689,20240126,119,9,9,1,592.99,30.0,415.09,415.09,429.98,-14.89,-3.59,PayPal,Tienda Fisica,No
VTA-0004690,20240126,22,29,2,1,82.71,30.0,57.9,57.9,60.64,-2.74,-4.73,Tarjeta Credito,Tienda Fisica,No
VTA-0004691,20240126,31,4,12,1,727.14,10.0,654.43,654.43,525.94,128.49,19.63,PayPal,Tienda Fisica,No
VTA-0004692,20240127,145,18,3,1,137.89,5.0,131.0,131.0,83.81,47.19,36.02,Tarjeta Debito,App Movil,Si
VTA-0004693,20240127,181,50,18,2,210.24,0.0,210.24,420.48,269.68,150.8,35.86,Tarjeta Credito,Online,No
VTA-0004694,20240127,90,31,17,1,6.83,10.0,6.15,6.15,5.17,0.98,15.93,Tarjeta Credito,Online,No
VTA-0004695,20240128,8,35,19,1,22.04,0.0,22.04,22.04,16.25,5.79,26.27,PayPal,Online,No
VTA-0004696,20240128,147,50,15,2,210.24,15.0,178.7,357.4,269.68,87.72,24.54,Tarjeta Credito,Telefono,No
VTA-0004697,20240128,6,15,20,1,82.81,0.0,82.81,82.81,48.45,34.36,41.49,PayPal,Online,No
VTA-0004698,20240128,118,17,2,1,108.44,0.0,108.44,108.44,64.09,44.35,40.9,Tarjeta Credito,App Movil,Si
VTA-0004699,20240128,165,49,2,2,315.78,25.0,236.83,473.66,438.58,35.08,7.41,Transferencia,Online,No
VTA-0004700,20240128,17,42,9,4,400.59,0.0,400.59,1602.36,1064.84,537.52,33.55,Tarjeta Debito,Tienda Fisica,Si
VTA-0004701,20240129,99,34,11,1,4.77,0.0,4.77,4.77,3.95,0.82,17.19,PayPal,Telefono,No
VTA-0004702,20240129,60,46,6,1,480.87,30.0,336.61,336.61,335.5,1.11,0.33,Efectivo,Telefono,No
VTA-0004703,20240129,79,10,15,1,350.93,0.0,350.93,350.93,267.86,83.07,23.67,Efectivo,Telefono,No
VTA-0004704,20240129,150,2,2,1,1044.13,5.0,991.92,991.92,700.92,291.0,29.34,Tarjeta Credito,Tienda Fisica,No
VTA-0004705,20240129,117,43,2,2,334.93,0.0,334.93,669.86,435.36,234.5,35.01,PayPal,Online,No
VTA-0004706,20240129,111,10,4,1,350.93,0.0,350.93,350.93,267.86,83.07,23.67,OXXO Pay,Tienda Fisica,No
VTA-0004707,20240129,138,44,9,1,189.76,10.0,170.78,170.78,124.23,46.55,27.26,OXXO Pay,Telefono,No
VTA-0004708,20240130,105,14,16,2,142.59,0.0,142.59,285.18,179.2,105.98,37.16,Tarjeta Debito,Online,No
VTA-0004709,20240130,104,3,17,2,530.38,20.0,424.3,848.6,740.84,107.76,12.7,Transferencia,App Movil,No
VTA-0004710,20240130,162,34,18,2,4.77,0.0,4.77,9.54,7.9,1.64,17.19,PayPal,Telefono,Si
VTA-0004711,20240130,5,48,2,1,204.22,15.0,173.59,173.59,134.66,38.93,22.43,Transferencia,Online,No
VTA-0004712,20240131,136,49,12,1,315.78,0.0,315.78,315.78,219.29,96.49,30.56,Tarjeta Credito,Tienda Fisica,No
VTA-0004713,20240131,181,50,16,1,210.24,20.0,168.19,168.19,134.84,33.35,19.83,OXXO Pay,App Movil,No
VTA-0004714,20240131,96,34,2,1,4.77,0.0,4.77,4.77,3.95,0.82,17.19,OXXO Pay,Telefono,No
VTA-0004715,20240131,123,9,4,1,592.99,0.0,592.99,592.99,429.98,163.01,27.49,OXXO Pay,App Movil,No
VTA-0004716,20240131,199,13,20,2,128.52,0.0,128.52,257.04,155.62,101.42,39.46,Tarjeta Debito,Online,No
VTA-0004717,20240201,5,39,2,1,25.39,0.0,25.39,25.39,17.87,7.52,29.62,OXXO Pay,Online,No
VTA-0004718,20240201,40,41,1,1,348.99,0.0,348.99,348.99,244.08,104.91,30.06,Transferencia,App Movil,No
VTA-0004719,20240201,59,30,7,3,547.47,5.0,520.1,1560.3,1092.21,468.09,30.0,Efectivo,App Movil,No
VTA-0004720,20240201,115,50,4,1,210.24,30.0,147.17,147.17,134.84,12.33,8.38,Tarjeta Credito,Tienda Fisica,No
VTA-0004721,20240201,189,10,17,1,350.93,10.0,315.84,315.84,267.86,47.98,15.19,Transferencia,Tienda Fisica,No
VTA-0004722,20240202,64,6,4,2,356.83,0.0,356.83,713.66,508.68,204.98,28.72,Efectivo,App Movil,No
VTA-0004723,20240203,193,27,14,3,477.83,10.0,430.05,1290.15,911.4,378.75,29.36,Tarjeta Debito,Tienda Fisica,No
VTA-0004724,20240203,145,8,7,1,554.6,0.0,554.6,554.6,400.05,154.55,27.87,Transferencia,Online,Si
VTA-0004725,20240203,2,34,2,1,4.77,0.0,4.77,4.77,3.95,0.82,17.19,Efectivo,Online,No
VTA-0004726,20240203,192,9,13,1,592.99,0.0,592.99,592.99,429.98,163.01,27.49,Transferencia,Online,No
VTA-0004727,20240203,55,36,16,4,7.47,30.0,5.23,20.92,23.96,-3.04,-14.53,OXXO Pay,Online,No
VTA-0004728,20240204,178,9,10,1,592.99,5.0,563.34,563.34,429.98,133.36,23.67,PayPal,Tienda Fisica,No
VTA-0004729,20240204,95,2,19,1,1044.13,30.0,730.89,730.89,700.92,29.97,4.1,Efectivo,Telefono,No
VTA-0004730,20240204,35,36,16,1,7.47,20.0,5.98,5.98,5.99,-0.01,-0.17,Transferencia,Tienda Fisica,No
VTA-0004731,20240204,132,9,7,1,592.99,0.0,592.99,592.99,429.98,163.01,27.49,PayPal,App Movil,No
VTA-0004732,20240204,144,17,9,1,108.44,30.0,75.91,75.91,64.09,11.82,15.57,Tarjeta Credito,Tienda Fisica,No
VTA-0004733,20240204,77,10,19,1,350.93,10.0,315.84,315.84,267.86,47.98,15.19,OXXO Pay,Online,No
VTA-0004734,20240204,51,34,19,1,4.77,30.0,3.34,3.34,3.95,-0.61,-18.26,Tarjeta Debito,Online,No
VTA-0004735,20240205,45,14,18,1,142.59,10.0,128.33,128.33,89.6,38.73,30.18,PayPal,Online,No
VTA-0004736,20240205,130,5,4,1,956.08,20.0,764.86,764.86,645.16,119.7,15.65,PayPal,Telefono,No
VTA-0004737,20240205,29,12,18,2,118.73,0.0,118.73,237.46,147.92,89.54,37.71,PayPal,Online,No
VTA-0004738,20240205,78,13,13,2,128.52,25.0,96.39,192.78,155.62,37.16,19.28,Tarjeta Credito,Telefono,Si
VTA-0004739,20240206,200,39,9,4,25.39,25.0,19.04,76.16,71.48,4.68,6.14,PayPal,Online,No
VTA-0004740,20240206,82,15,16,1,82.81,25.0,62.11,62.11,48.45,13.66,21.99,OXXO Pay,Telefono,No
VTA-0004741,20240206,182,9,20,1,592.99,0.0,592.99,592.99,429.98,163.01,27.49,Tarjeta Credito,App Movil,No
VTA-0004742,20240206,184,10,13,1,350.93,0.0,350.93,350.93,267.86,83.07,23.67,PayPal,Online,Si
VTA-0004743,20240207,110,33,13,1,4.47,20.0,3.58,3.58,3.59,-0.01,-0.28,Tarjeta Credito,Online,No
VTA-0004744,20240207,98,43,19,2,334.93,10.0,301.44,602.88,435.36,167.52,27.79,Efectivo,Tienda Fisica,No
VTA-0004745,20240207,90,35,19,1,22.04,15.0,18.73,18.73,16.25,2.48,13.24,Tarjeta Credito,Tienda Fisica,No
VTA-0004746,20240207,174,3,15,1,530.38,0.0,530.38,530.38,370.42,159.96,30.16,Tarjeta Debito,Telefono,No
VTA-0004747,20240207,74,7,16,1,843.52,0.0,843.52,843.52,595.51,248.01,29.4,Tarjeta Debito,App Movil,No
VTA-0004748,20240207,142,15,10,1,82.81,0.0,82.81,82.81,48.45,34.36,41.49,PayPal,Tienda Fisica,No
VTA-0004749,20240207,102,41,8,1,348.99,20.0,279.19,279.19,244.08,35.11,12.58,Tarjeta Debito,Tienda Fisica,No
VTA-0004750,20240207,38,11,1,1,137.12,0.0,137.12,137.12,87.63,49.49,36.09,PayPal,App Movil,No
VTA-0004751,20240207,34,35,8,1,22.04,0.0,22.04,22.04,16.25,5.79,26.27,Transferencia,Online,No
VTA-0004752,20240208,94,17,16,2,108.44,0.0,108.44,216.88,128.18,88.7,40.9,PayPal,App Movil,No
VTA-0004753,20240208,106,20,19,2,104.32,0.0,104.32,208.64,131.42,77.22,37.01,PayPal,Tienda Fisica,No
VTA-0004754,20240208,141,14,17,2,142.59,0.0,142.59,285.18,179.2,105.98,37.16,OXXO Pay,Telefono,No
VTA-0004755,20240208,99,14,11,2,142.59,0.0,142.59,285.18,179.2,105.98,37.16,Transferencia,Online,No
VTA-0004756,20240208,20,46,20,1,480.87,20.0,384.7,384.7,335.5,49.2,12.79,OXXO Pay,App Movil,No
VTA-0004757,20240208,80,44,4,1,189.76,0.0,189.76,189.76,124.23,65.53,34.53,Tarjeta Debito,App Movil,No
VTA-0004758,20240209,60,13,12,1,128.52,15.0,109.24,109.24,77.81,31.43,28.77,OXXO Pay,Telefono,No
VTA-0004759,20240209,137,30,3,1,547.47,0.0,547.47,547.47,364.07,183.4,33.5,Transferencia,App Movil,No
VTA-0004760,20240209,104,37,5,1,11.8,0.0,11.8,11.8,8.53,3.27,27.71,PayPal,Telefono,No
VTA-0004761,20240209,160,34,11,1,4.77,0.0,4.77,4.77,3.95,0.82,17.19,PayPal,Online,No
VTA-0004762,20240209,64,23,19,1,126.32,5.0,120.0,120.0,92.36,27.64,23.03,Tarjeta Debito,Tienda Fisica,No
VTA-0004763,20240209,152,8,14,1,554.6,10.0,499.14,499.14,400.05,99.09,19.85,PayPal,Tienda Fisica,No
VTA-0004764,20240209,143,47,3,1,188.85,10.0,169.97,169.97,115.92,54.05,31.8,Transferencia,Telefono,No
VTA-0004765,20240210,24,34,5,1,4.77,30.0,3.34,3.34,3.95,-0.61,-18.26,Tarjeta Credito,Online,Si
VTA-0004766,20240210,123,5,8,1,956.08,0.0,956.08,956.08,645.16,310.92,32.52,OXXO Pay,App Movil,No
VTA-0004767,20240210,101,5,8,1,956.08,15.0,812.67,812.67,645.16,167.51,20.61,Tarjeta Debito,App Movil,No
VTA-0004768,20240210,182,18,5,1,137.89,30.0,96.52,96.52,83.81,12.71,13.17,Efectivo,App Movil,No
VTA-0004769,20240210,176,47,20,1,188.85,15.0,160.52,160.52,115.92,44.6,27.78,Efectivo,Tienda Fisica,No
VTA-0004770,20240210,160,31,12,1,6.83,0.0,6.83,6.83,5.17,1.66,24.3,Transferencia,App Movil,Si
VTA-0004771,20240210,145,37,13,1,11.8,5.0,11.21,11.21,8.53,2.68,23.91,Tarjeta Credito,Tienda Fisica,No
VTA-0004772,20240211,59,24,7,1,101.94,0.0,101.94,101.94,67.27,34.67,34.01,Tarjeta Debito,Tienda Fisica,No
VTA-0004773,20240211,184,22,3,1,172.53,10.0,155.28,155.28,116.5,38.78,24.97,PayPal,App Movil,No
VTA-0004774,20240211,78,44,1,1,189.76,10.0,170.78,170.78,124.23,46.55,27.26,Tarjeta Debito,Tienda Fisica,No
VTA-0004775,20240212,52,12,5,1,118.73,0.0,118.73,118.73,73.96,44.77,37.71,Tarjeta Debito,App Movil,No
VTA-0004776,20240212,71,11,8,1,137.12,20.0,109.7,109.7,87.63,22.07,20.12,Transferencia,Tienda Fisica,No
VTA-0004777,20240213,59,22,3,1,172.53,10.0,155.28,155.28,116.5,38.78,24.97,Tarjeta Credito,App Movil,No
VTA-0004778,20240213,76,36,11,4,7.47,0.0,7.47,29.88,23.96,5.92,19.81,Tarjeta Debito,Tienda Fisica,Si
VTA-0004779,20240213,35,13,10,1,128.52,0.0,128.52,128.52,77.81,50.71,39.46,Transferencia,Tienda Fisica,No
VTA-0004780,20240213,115,47,2,2,188.85,0.0,188.85,377.7,231.84,145.86,38.62,Efectivo,App Movil,No
VTA-0004781,20240213,167,2,10,2,1044.13,0.0,1044.13,2088.26,1401.84,686.42,32.87,OXXO Pay,Tienda Fisica,No
VTA-0004782,20240213,200,8,3,1,554.6,10.0,499.14,499.14,400.05,99.09,19.85,PayPal,Telefono,Si
VTA-0004783,20240213,23,27,6,1,477.83,0.0,477.83,477.83,303.8,174.03,36.42,PayPal,App Movil,No
VTA-0004784,20240213,74,4,14,3,727.14,0.0,727.14,2181.42,1577.82,603.6,27.67,Transferencia,Tienda Fisica,No
VTA-0004785,20240213,185,45,10,2,144.66,0.0,144.66,289.32,176.16,113.16,39.11,PayPal,Telefono,No
VTA-0004786,20240213,95,36,13,1,7.47,30.0,5.23,5.23,5.99,-0.76,-14.53,Tarjeta Debito,Online,No
VTA-0004787,20240213,103,26,6,1,129.39,15.0,109.98,109.98,82.81,27.17,24.7,Tarjeta Debito,Online,No
VTA-0004788,20240214,178,8,12,1,554.6,25.0,415.95,415.95,400.05,15.9,3.82,PayPal,App Movil,No
VTA-0004789,20240214,198,13,7,1,128.52,20.0,102.82,102.82,77.81,25.01,24.32,Transferencia,App Movil,No
VTA-0004790,20240214,38,44,3,1,189.76,0.0,189.76,189.76,124.23,65.53,34.53,Tarjeta Credito,Online,No
VTA-0004791,20240214,86,8,8,1,554.6,0.0,554.6,554.6,400.05,154.55,27.87,Tarjeta Debito,Tienda Fisica,No
VTA-0004792,20240214,5,1,16,1,330.81,20.0,264.65,264.65,229.0,35.65,13.47,PayPal,App Movil,No
VTA-0004793,20240214,126,3,19,1,530.38,0.0,530.38,530.38,370.42,159.96,30.16,PayPal,Tienda Fisica,No
VTA-0004794,20240214,24,43,20,2,334.93,15.0,284.69,569.38,435.36,134.02,23.54,OXXO Pay,App Movil,Si
VTA-0004795,20240214,57,17,12,2,108.44,0.0,108.44,216.88,128.18,88.7,40.9,PayPal,App Movil,No
VTA-0004796,20240214,173,1,1,1,330.81,25.0,248.11,248.11,229.0,19.11,7.7,Efectivo,App Movil,No
VTA-0004797,20240215,43,12,13,1,118.73,15.0,100.92,100.92,73.96,26.96,26.71,Tarjeta Debito,Telefono,No
VTA-0004798,20240215,42,48,8,1,204.22,25.0,153.16,153.16,134.66,18.5,12.08,Tarjeta Credito,Telefono,No
VTA-0004799,20240215,177,27,4,1,477.83,0.0,477.83,477.83,303.8,174.03,36.42,Tarjeta Debito,Telefono,Si
VTA-0004800,20240215,6,31,12,1,6.83,0.0,6.83,6.83,5.17,1.66,24.3,Tarjeta Credito,App Movil,No
VTA-0004801,20240215,13,33,7,1,4.47,0.0,4.47,4.47,3.59,0.88,19.69,OXXO Pay,Online,No
VTA-0004802,20240216,63,18,4,1,137.89,10.0,124.1,124.1,83.81,40.29,32.47,Efectivo,Online,No
VTA-0004803,20240216,174,25,12,1,75.49,15.0,64.17,64.17,53.74,10.43,16.25,PayPal,App Movil,No
VTA-0004804,20240216,94,6,11,3,356.83,20.0,285.46,856.38,763.02,93.36,10.9,Tarjeta Credito,Online,No
VTA-0004805,20240216,191,30,14,2,547.47,15.0,465.35,930.7,728.14,202.56,21.76,Transferencia,Telefono,Si
VTA-0004806,20240217,116,29,12,1,82.71,5.0,78.57,78.57,60.64,17.93,22.82,Tarjeta Debito,Telefono,No
VTA-0004807,20240217,151,12,10,1,118.73,25.0,89.05,89.05,73.96,15.09,16.95,Tarjeta Debito,Telefono,No
VTA-0004808,20240217,57,14,18,1,142.59,25.0,106.94,106.94,89.6,17.34,16.21,OXXO Pay,Telefono,Si
VTA-0004809,20240217,165,8,15,1,554.6,15.0,471.41,471.41,400.05,71.36,15.14,Tarjeta Credito,Online,No
VTA-0004810,20240218,46,24,15,1,101.94,0.0,101.94,101.94,67.27,34.67,34.01,OXXO Pay,App Movil,No
VTA-0004811,20240218,139,10,18,1,350.93,0.0,350.93,350.93,267.86,83.07,23.67,PayPal,App Movil,No
VTA-0004812,20240218,98,7,12,2,843.52,0.0,843.52,1687.04,1191.02,496.02,29.4,PayPal,Telefono,No
VTA-0004813,20240218,83,36,13,1,7.47,30.0,5.23,5.23,5.99,-0.76,-14.53,Tarjeta Debito,Online,Si
VTA-0004814,20240218,73,17,3,1,108.44,0.0,108.44,108.44,64.09,44.35,40.9,Tarjeta Credito,Online,Si
VTA-0004815,20240218,23,7,14,2,843.52,0.0,843.52,1687.04,1191.02,496.02,29.4,Transferencia,Telefono,Si
VTA-0004816,20240218,25,12,3,1,118.73,0.0,118.73,118.73,73.96,44.77,37.71,Tarjeta Credito,Online,No
VTA-0004817,20240219,26,37,9,2,11.8,15.0,10.03,20.06,17.06,3.0,14.96,OXXO Pay,Telefono,No
VTA-0004818,20240219,172,37,10,1,11.8,30.0,8.26,8.26,8.53,-0.27,-3.27,OXXO Pay,App Movil,No
VTA-0004819,20240219,43,13,13,1,128.52,20.0,102.82,102.82,77.81,25.01,24.32,OXXO Pay,Telefono,No
VTA-0004820,20240219,88,37,13,1,11.8,20.0,9.44,9.44,8.53,0.91,9.64,Transferencia,Telefono,No
VTA-0004821,20240220,192,45,6,2,144.66,10.0,130.19,260.38,176.16,84.22,32.35,Efectivo,Telefono,No
VTA-0004822,20240220,182,15,20,1,82.81,5.0,78.67,78.67,48.45,30.22,38.41,OXXO Pay,Telefono,No
VTA-0004823,20240220,33,29,15,1,82.71,0.0,82.71,82.71,60.64,22.07,26.68,OXXO Pay,Tienda Fisica,No
VTA-0004824,20240221,1,16,19,2,62.99,0.0,62.99,125.98,79.52,46.46,36.88,Efectivo,Telefono,No
VTA-0004825,20240221,87,18,4,1,137.89,0.0,137.89,137.89,83.81,54.08,39.22,Tarjeta Debito,Online,No
VTA-0004826,20240221,105,10,6,1,350.93,20.0,280.74,280.74,267.86,12.88,4.59,Transferencia,Telefono,No
VTA-0004827,20240221,84,32,18,1,4.17,5.0,3.96,3.96,3.08,0.88,22.22,Transferencia,Telefono,No
VTA-0004828,20240221,154,28,10,4,549.83,20.0,439.86,1759.44,1447.4,312.04,17.74,PayPal,Online,Si
VTA-0004829,20240222,125,18,9,1,137.89,5.0,131.0,131.0,83.81,47.19,36.02,Transferencia,Tienda Fisica,Si
VTA-0004830,20240222,113,21,5,1,457.01,15.0,388.46,388.46,324.16,64.3,16.55,OXXO Pay,Online,No
VTA-0004831,20240223,143,33,9,1,4.47,10.0,4.02,4.02,3.59,0.43,10.7,Transferencia,Online,No
VTA-0004832,20240223,142,5,15,2,956.08,0.0,956.08,1912.16,1290.32,621.84,32.52,PayPal,Telefono,No
VTA-0004833,20240223,151,44,1,1,189.76,25.0,142.32,142.32,124.23,18.09,12.71,Tarjeta Debito,Telefono,No
VTA-0004834,20240223,121,9,2,1,592.99,15.0,504.04,504.04,429.98,74.06,14.69,PayPal,Telefono,No
VTA-0004835,20240223,199,13,3,1,128.52,10.0,115.67,115.67,77.81,37.86,32.73,Transferencia,App Movil,No
VTA-0004836,20240223,75,23,10,2,126.32,0.0,126.32,252.64,184.72,67.92,26.88,Tarjeta Credito,Tienda Fisica,No
VTA-0004837,20240223,93,18,13,2,137.89,10.0,124.1,248.2,167.62,80.58,32.47,Tarjeta Credito,Telefono,No
VTA-0004838,20240223,59,33,6,1,4.47,0.0,4.47,4.47,3.59,0.88,19.69,PayPal,Tienda Fisica,No
VTA-0004839,20240223,36,23,12,1,126.32,25.0,94.74,94.74,92.36,2.38,2.51,Tarjeta Credito,Online,No
VTA-0004840,20240223,51,48,15,2,204.22,30.0,142.95,285.9,269.32,16.58,5.8,OXXO Pay,Online,Si
VTA-0004841,20240223,120,16,3,5,62.99,0.0,62.99,314.95,198.8,116.15,36.88,Efectivo,App Movil,No
VTA-0004842,20240224,31,6,5,1,356.83,0.0,356.83,356.83,254.34,102.49,28.72,Transferencia,Tienda Fisica,No
VTA-0004843,20240224,151,48,11,1,204.22,0.0,204.22,204.22,134.66,69.56,34.06,Efectivo,Telefono,No
VTA-0004844,20240224,184,10,20,1,350.93,25.0,263.2,263.2,267.86,-4.66,-1.77,Transferencia,Online,No
VTA-0004845,20240224,156,7,19,1,843.52,0.0,843.52,843.52,595.51,248.01,29.4,Transferencia,App Movil,No
VTA-0004846,20240224,141,45,19,1,144.66,30.0,101.26,101.26,88.08,13.18,13.02,PayPal,App Movil,Si
VTA-0004847,20240224,130,32,1,4,4.17,15.0,3.54,14.16,12.32,1.84,12.99,Tarjeta Debito,App Movil,No
VTA-0004848,20240224,185,18,20,2,137.89,0.0,137.89,275.78,167.62,108.16,39.22,Transferencia,Tienda Fisica,No
VTA-0004849,20240224,150,27,5,1,477.83,0.0,477.83,477.83,303.8,174.03,36.42,OXXO Pay,Online,Si
VTA-0004850,20240225,119,13,4,1,128.52,10.0,115.67,115.67,77.81,37.86,32.73,PayPal,Telefono,No
VTA-0004851,20240225,31,27,6,1,477.83,0.0,477.83,477.83,303.8,174.03,36.42,OXXO Pay,Telefono,No
VTA-0004852,20240225,29,38,13,1,15.02,0.0,15.02,15.02,10.6,4.42,29.43,PayPal,Tienda Fisica,No
VTA-0004853,20240225,66,29,2,2,82.71,10.0,74.44,148.88,121.28,27.6,18.54,Efectivo,Telefono,Si
VTA-0004854,20240225,101,10,9,2,350.93,30.0,245.65,491.3,535.72,-44.42,-9.04,Efectivo,Online,No
VTA-0004855,20240225,131,11,9,2,137.12,15.0,116.55,233.1,175.26,57.84,24.81,Tarjeta Debito,App Movil,No
VTA-0004856,20240226,101,9,12,1,592.99,10.0,533.69,533.69,429.98,103.71,19.43,PayPal,Online,No
VTA-0004857,20240226,24,19,6,2,131.45,20.0,105.16,210.32,170.34,39.98,19.01,Efectivo,Online,Si
VTA-0004858,20240226,55,35,2,3,22.04,25.0,16.53,49.59,48.75,0.84,1.69,Tarjeta Debito,Online,No
VTA-0004859,20240226,48,50,3,1,210.24,25.0,157.68,157.68,134.84,22.84,14.49,Transferencia,Online,No
VTA-0004860,20240226,71,42,11,1,400.59,5.0,380.56,380.56,266.21,114.35,30.05,Tarjeta Credito,Telefono,No
VTA-0004861,20240226,184,30,16,2,547.47,5.0,520.1,1040.2,728.14,312.06,30.0,Tarjeta Debito,App Movil,No
VTA-0004862,20240226,72,46,13,2,480.87,5.0,456.83,913.66,671.0,242.66,26.56,OXXO Pay,App Movil,No
VTA-0004863,20240227,20,15,15,1,82.81,25.0,62.11,62.11,48.45,13.66,21.99,OXXO Pay,Telefono,No
VTA-0004864,20240227,23,48,8,1,204.22,30.0,142.95,142.95,134.66,8.29,5.8,OXXO Pay,App Movil,No
VTA-0004865,20240227,35,42,20,3,400.59,20.0,320.47,961.41,798.63,162.78,16.93,Tarjeta Debito,Online,No
VTA-0004866,20240227,115,11,17,2,137.12,0.0,137.12,274.24,175.26,98.98,36.09,PayPal,App Movil,No
VTA-0004867,20240227,84,44,18,1,189.76,10.0,170.78,170.78,124.23,46.55,27.26,Tarjeta Debito,Tienda Fisica,No
VTA-0004868,20240227,152,30,17,1,547.47,0.0,547.47,547.47,364.07,183.4,33.5,Tarjeta Debito,Online,No
VTA-0004869,20240227,37,39,10,2,25.39,5.0,24.12,48.24,35.74,12.5,25.91,OXXO Pay,Tienda Fisica,No
VTA-0004870,20240227,133,3,9,1,530.38,5.0,503.86,503.86,370.42,133.44,26.48,Transferencia,Tienda Fisica,No
VTA-0004871,20240228,7,9,20,2,592.99,0.0,592.99,1185.98,859.96,326.02,27.49,Tarjeta Debito,Telefono,No
VTA-0004872,20240228,91,12,15,2,118.73,25.0,89.05,178.1,147.92,30.18,16.95,PayPal,Telefono,No
VTA-0004873,20240228,2,10,16,1,350.93,20.0,280.74,280.74,267.86,12.88,4.59,Efectivo,App Movil,No
VTA-0004874,20240228,121,15,14,4,82.81,25.0,62.11,248.44,193.8,54.64,21.99,Efectivo,Tienda Fisica,No
VTA-0004875,20240228,88,5,4,1,956.08,0.0,956.08,956.08,645.16,310.92,32.52,Tarjeta Credito,Telefono,Si
VTA-0004876,20240229,150,35,19,2,22.04,10.0,19.84,39.68,32.5,7.18,18.09,PayPal,App Movil,No
VTA-0004877,20240229,123,40,2,1,14.65,0.0,14.65,14.65,10.55,4.1,27.99,Tarjeta Credito,App Movil,No
VTA-0004878,20240229,14,24,4,1,101.94,0.0,101.94,101.94,67.27,34.67,34.01,Tarjeta Credito,App Movil,Si
VTA-0004879,20240229,198,14,2,1,142.59,5.0,135.46,135.46,89.6,45.86,33.86,Tarjeta Credito,App Movil,No
VTA-0004880,20240301,56,1,11,4,330.81,10.0,297.73,1190.92,916.0,274.92,23.08,Tarjeta Credito,Online,Si
VTA-0004881,20240301,198,17,4,1,108.44,5.0,103.02,103.02,64.09,38.93,37.79,OXXO Pay,Online,Si
VTA-0004882,20240301,160,11,13,2,137.12,5.0,130.26,260.52,175.26,85.26,32.73,Tarjeta Debito,Telefono,Si
VTA-0004883,20240301,16,34,6,1,4.77,5.0,4.53,4.53,3.95,0.58,12.8,OXXO Pay,Telefono,No
VTA-0004884,20240301,55,36,2,1,7.47,0.0,7.47,7.47,5.99,1.48,19.81,Transferencia,App Movil,No
VTA-0004885,20240301,30,13,20,1,128.52,30.0,89.96,89.96,77.81,12.15,13.51,Efectivo,App Movil,No
VTA-0004886,20240302,34,23,5,2,126.32,25.0,94.74,189.48,184.72,4.76,2.51,OXXO Pay,App Movil,No
VTA-0004887,20240302,116,23,15,1,126.32,0.0,126.32,126.32,92.36,33.96,26.88,Tarjeta Debito,Telefono,No
VTA-0004888,20240302,56,39,12,2,25.39,30.0,17.77,35.54,35.74,-0.2,-0.56,Tarjeta Debito,Online,No
VTA-0004889,20240302,112,8,8,1,554.6,0.0,554.6,554.6,400.05,154.55,27.87,OXXO Pay,Online,No
VTA-0004890,20240302,43,19,14,1,131.45,0.0,131.45,131.45,85.17,46.28,35.21,Transferencia,Tienda Fisica,No
VTA-0004891,20240302,55,40,17,2,14.65,30.0,10.25,20.5,21.1,-0.6,-2.93,OXXO Pay,Online,No
VTA-0004892,20240302,191,27,5,1,477.83,15.0,406.16,406.16,303.8,102.36,25.2,Efectivo,Tienda Fisica,No
VTA-0004893,20240302,26,29,15,1,82.71,10.0,74.44,74.44,60.64,13.8,18.54,Transferencia,Tienda Fisica,No
VTA-0004894,20240302,47,46,15,1,480.87,20.0,384.7,384.7,335.5,49.2,12.79,OXXO Pay,Tienda Fisica,No
VTA-0004895,20240302,179,25,3,2,75.49,5.0,71.72,143.44,107.48,35.96,25.07,PayPal,Telefono,No
VTA-0004896,20240302,42,50,3,1,210.24,20.0,168.19,168.19,134.84,33.35,19.83,Tarjeta Credito,Tienda Fisica,No
VTA-0004897,20240303,122,44,20,2,189.76,10.0,170.78,341.56,248.46,93.1,27.26,Transferencia,Online,No
VTA-0004898,20240303,57,40,9,2,14.65,20.0,11.72,23.44,21.1,2.34,9.98,Transferencia,Online,No
VTA-0004899,20240303,167,41,6,2,348.99,30.0,244.29,488.58,488.16,0.42,0.09,Efectivo,Telefono,No
VTA-0004900,20240303,51,49,14,1,315.78,0.0,315.78,315.78,219.29,96.49,30.56,Transferencia,Tienda Fisica,No
VTA-0004901,20240303,4,36,6,2,7.47,10.0,6.72,13.44,11.98,1.46,10.86,Efectivo,Online,Si
VTA-0004902,20240303,160,23,2,3,126.32,25.0,94.74,284.22,277.08,7.14,2.51,OXXO Pay,Tienda Fisica,Si
VTA-0004903,20240303,197,14,17,1,142.59,0.0,142.59,142.59,89.6,52.99,37.16,Tarjeta Credito,Online,No
VTA-0004904,20240303,116,44,20,1,189.76,25.0,142.32,142.32,124.23,18.09,12.71,PayPal,Tienda Fisica,No
VTA-0004905,20240303,123,26,2,1,129.39,10.0,116.45,116.45,82.81,33.64,28.89,Transferencia,Tienda Fisica,No
VTA-0004906,20240303,90,35,7,1,22.04,20.0,17.63,17.63,16.25,1.38,7.83,OXXO Pay,Tienda Fisica,No
